article_id,infraction_desc,type_article,categorie_vehicule,amende_fixe,points_retrait,mots_cles,has_sanction,has_amende,has_points
165,المادة 165 يمنع وضع ءو تكييف ءو استعمال ءو تركيب ءءلة ءو جهاز ءو مادة معدة ءما لكشف وجود ءداة مستعملة ملعاينة المخءلفات ءلحكام هذا القانون والنصوص الصادرة لتطبيقه وءما لءلخالل بسير تلك اءلداة.,sanction,non_precise,,10.0,aucun,True,False,True
166,المادة 166 دون اءلخالل بالعقوبات اءلشد، يعاقب بغرامة من خمسة ءءءلف 5.000 ءلى عشرة ءءءلف 10.000 درهم، على ما يلي :,sanction,non_precise,,,aucun,True,False,False
166,المادة 166 1 كل ساءق ثبتت مسءوليته عن حادثة سير وتسبب للغير، نتيجة هذه الحادثة، عن غير عمد، بعدم تبصره ءو عدم احتياطه ءو عدم انتباهه ءو ءهماله ءو عدم مراعاته ءلحد التزامات السالمة ءو الحيطة,sanction,non_precise,3000.0,1.0,"arret, stationnement, signalisation, permis, alcootest, vitesse, alcool, depassement",True,True,True
166,المادة 166 2 يتعرض مرتكبو المخءلفات المنصوص عليها من 2 ءلى 6 من ءلفقرة الثانية من,autre,non_precise,,2.0,aucun,False,False,True
166,المادة 166 1 ءعاله، لتوقيف رخصة السياقة ملدة ءقصاها شهر. يتعرض مرتكبو المخءلفات المنصوص عليهما في 1 و7 من ءلفقرة الثانية من,autre,non_precise,,1.0,permis,False,False,True
166,المادة 166 1 ءعاله، لتوقيف رخصة السياقة ملدة سنة ءلى سنتين. وال ترجع رخصة السياقة من قبل اءلدارة ءال بعد اءلدالا بما يفيد خضوعه لدورة في التربية على,autre,non_precise,,1.0,permis,False,False,True
166,المادة 166 1 ءعاله. يتعرض ءيضا مرتكبو المخءلفات المنصوص عليها في ءلفقرة الثانية من,autre,non_precise,,1.0,aucun,False,False,True
166,المادة 166 1 ءعاله للعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا. ءذ ثبتت المسءولية الجناءية للممثل القانوني لشخص معنوي في ارتكاب المخءلفات المنصوص عليها,autre,non_precise,,1.0,aucun,False,False,True
166,المادة 166 1 ءعاله، جاز الحكم عليه بالعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا. ءلفرع الثالث,autre,non_precise,,,aucun,False,False,False
167,المادة 167 كل ساءق ثبتت مسءوليته عن حادثة سير وتسبب للغير، نتيجة هذه الحادثة، عن غير عمد، بعدم تبصره ءو عدم احتياطه ءو عدم انتباهه ءو ءهماله ءو عدم مراعاته ءلحد التزامات السالمة ءو الحيطة,sanction,non_precise,200.0,1.0,"arret, stationnement, signalisation, permis, alcootest, vitesse, alcool, depassement",True,True,True
168,المادة 168 يتعرض مرتكبو المخءلفات المنصوص عليها في,autre,non_precise,,,aucun,False,False,False
167,المادة 167 لتوقيف رخصة السياقة ملدة 3 ءشهر. غير ءنه في الحاالت المنصوص عليها في 2 ءلى 6 من ءلفقرة الثانية من,autre,non_precise,,3.0,permis,False,False,True
167,المادة 167 ءعاله، تحدد مدة التوقيف في ستة 6 ءشهر ءلى سنة، وفي الحالتين المنصوص عليهما في 1 و7 من ءلفقرة الثانية من,autre,non_precise,,,aucun,False,False,False
167,المادة 167 ءعاله، تحدد مدة التوقيف المذكور في سنة ءلى سنتين. وال ترجع الرخصة في هذه الحاالت ءال بعد اءلدالا بما يفيد الخضوع لدورة في التربية على السالمة الطرقية.,autre,non_precise,,,aucun,False,False,False
167,المادة 167 ءعاله للعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا. ءذا ثبتت المسءولية الجناءية للممثل القانوني لشخص معنوي في ارتكاب المخءلفات المنصوص عليها,autre,non_precise,,,aucun,False,False,False
167,المادة 167ءعاله، جاز الحكم عليه بالعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا.,autre,non_precise,,,aucun,False,False,False
169,المادة 169 كل ساءق ثبتت مسءوليته عن حادث سير وتسبب للغير، نتيجة هذه الحادثة عن غير عمد، بعدم تبصره ءو عدم احتياطه ءو عدم انتباهه ءو ءهماله ءو عدم مراعاته ءلحد التزامات السالمة ءو الحيطة,sanction,non_precise,,10.0,"arret, stationnement, signalisation, permis, alcootest, vitesse, alcool, depassement",True,False,True
170,المادة 170 يتعرض مرتكبو المخءلفات المنصوص عليها في,autre,non_precise,,,aucun,False,False,False
169,المادة 169 ءعاله ملا يلي : 1 توقيف رخصة السياقة ملدة ثالثة ءشهر ءلى سنة ؛ 2 في الحاالت المنصوص عليها في ءلفقرة الثانية من,autre,non_precise,,,permis,False,False,False
169,المادة 169 ءعاله، ءلغاا رخصة السياقة مع المنع من اجتياز امتحان الحصول على رخصة جديدة، خالل مدة سنة ءلى سنتين ؛ 3 ءلزامية الخضوع، على نفقتهم، لدورة في التربية على السالمة الطرقية.,autre,non_precise,,,permis,False,False,False
169,المادة 169 ءعاله للعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا. ءذا ثبتت المسءولية الجناءية للممثل القانوني لشخص معنوي في ارتكاب المخءلفات المنصوص عليها,autre,non_precise,,,aucun,False,False,False
169,المادة 169 ءعاله، جاز الحكم عليه بالعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا.,autre,non_precise,,,aucun,False,False,False
171,المادة 171 يخضع لزوما، بءمر من وكيل الملك، لخبرة طبية كل شخص، ضحية حادثة سير ءدلى للمحكمة المختصة بشهادة طبية تبين عجزه عن العمل مءقتا للمدة المشار ءليها في ءلفقرة اءلولى من,autre,non_precise,,,aucun,False,False,False
167,المادة 167 ءعاله ءو تعرضه لعاهة مستديمة كما هو مبين في ءلفقرة اءلولى من,autre,non_precise,,,aucun,False,False,False
169,المادة 169 ءعاله. ءلفرع الرابع القتل غير العمدي الناتج عن حادثة سير,autre,non_precise,,,aucun,False,False,False
172,المادة 172 كل ساءق ثبتت مسءوليته عن حادثة سير وتسبب، نتيجة هذه الحادثة، بعدم تبصره ءو عدم احتياطه ءو عدم انتباهه ءو ءهماله ءو عدم مراعاته ءلحد التزامات السالمة ءو الحيطة المقررة في هذا,sanction,non_precise,500.0,5.0,"arret, stationnement, signalisation, permis, alcootest, vitesse, alcool, depassement",True,True,True
173,المادة 173 يتعرض مرتكبو المخءلفات المنصوص عليها في,autre,non_precise,,,aucun,False,False,False
172,المادة 172 ءعاله ملا يلي : 1 توقيف رخصة السياقة ملدة سنة ءلى ثالث سنوات ؛ 2 في الحاالت المنصوص عليها في ءلفقرة الثانية من,autre,non_precise,,,permis,False,False,False
172,المادة 172 ءعاله، ءلغاا رخصة السياقة مع المنع من اجتياز امتحان الحصول على رخصة جديدة خالل مدة سنتين ءلى ءربع سنوات ؛ 3 ءلزامية الخضوع على نفقتهم لدورة في التربية على السالمة الطرقية.,autre,non_precise,,,permis,False,False,False
172,المادة 172 ءعاله للعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا. ءذا ثبتت المسءولية الجناءية للممثل القانوني لشخص معنوي في ارتكاب المخءلفات المنصوص عليها,autre,non_precise,,,aucun,False,False,False
172,المادة 172 ءعاله، جاز الحكم عليه بالعقوبة اءلضافية المتعلقة بنشر ءو تعليق الحكم المشار ءليه في ءلفصل 48 من القانون الجناءي ءو هما معا.,autre,non_precise,,,aucun,False,False,False
174,المادة 174 يجب على اءلدارة، في حالة عدم توصلها بنسخة من الحكم بتوقيف رخصة السياقة، ءن ترجع الرخصة ءلى صاحبها، عند انصرام المدة القصوى المنصوص عليها في المواد 168 و170 و173 ءعاله.,obligation,non_precise,,,permis,False,False,False
175,المادة 175 يعاقب بغرامة من ءربعة ءءءلف 4.000 ءلى ثمانية ءءءلف 8.000 درهم وبتوقيف رخصة السياقة ملدة تتراوح ما بين شهر وءحد وثالثة ءشهر، كل ساءق ارتكب ءحدى المخءلفات التالية :,sanction,non_precise,,10.0,"permis, depassement, vitesse",True,False,True
176,المادة 176 يعاقب بغرامة من ءلف وماءتين 1.200 ءلى ثالثة ءءءلف 3.000 درهم وبتوقيف رخصة السياقة ملدة تتراوح ما بين شهر وءحد وثالثة ءشهر، كل ساءق ارتكب ءحدى المخءلفات التالية :,sanction,non_precise,,,"permis, depassement, vitesse",True,False,False
177,المادة 177 يعاقب مالك المركبة عن تجاوز الوزن اءلجمالي المءذون به للمركبة محملة، المقيد في شهادة التسجيل، بما يفوق 40 بغرامة من ءلف وماءتين 1.200 ءلى ءلفي 2.000 درهم عن كل طن من الحمولة الزاءدة.,sanction,poids_lourd,,,depassement,True,False,False
178,المادة 178 دون اءلخالل بالعقوبات اءلشد، يعاقب عن تجاوز الوزن المءذون به عند المرور بءحدى منشءءت العبور، بالحبس من شهر ءلى ثالثة ءشهر وبغرامة من ءلف وخمسماءة 1.500 ءلى ءربعة ءءءلف 4.000,sanction,non_precise,,,"permis, depassement",True,False,False
179,المادة 179 يمنع القيام في الطرق السيارة والمسالك الموصلة ءليها بسباقات المركبات ذات محرك ءو التظاهرات الرياضية اءلخرى ءيا كان اسمها.,sanction,voiture_legere,200.0,20.0,aucun,True,True,True
180,المادة 180 يمنع القيام في الطرق السيارة والمسالك الموصلة ءليها بسباقات الرءجلين ءو الدراجات. يعاقب بغرامة من ءلف وماءتين 1.200 ءلى ثالثة ءءءلف 3.000 درهم، كل من خءلف ءحكام ءلفقرة,sanction,voiture_legere,500.0,1.0,aucun,True,True,True
181,المادة 181 دون اءلخالل بالعقوبات التي يتعرض لها ءلي سبب ءءخر، يعاقب بغرامة من ءلف وماءتين 1200 ءلى ءلفي 2000 درهم، كل ساءق وجه ءليه اءلمر بالتوقف من لدن العون محرر المحضر ءو من ءحد,sanction,non_precise,2000.0,,"arret, stationnement",True,True,False
182,المادة 182 دون اءلخالل بءحكام المواد 167 و169 و172 من هذا القانون، يعاقب بالحبس من شهر ءلى ستة ءشهر وبغرامة من ءلفين 2.000 ءلى عشرة ءءءلف 10.000 درهم ءو بءحدى هاتين العقوبتين فقط،,sanction,non_precise,,,"arret, permis, stationnement",True,False,False
183,المادة 183 بتاريخ 7 ذي القعدة 1437 11 ءغسطس 2016 ، ص: 5874 يعاقب بالحبس من ستة 6 ءشهر ءلى سنة وءحدة وبغرامة من خمسة ءءءلف 5.000 ءلى عشرة,sanction,non_precise,,13.0,"alcool, permis, alcootest",True,False,True
207,المادة 207 ءدناه ءو للتحققات ءو الختبارات الكشف المنصوص عليهما في المادتين 208 و213 ءدناه . تسري ءحكام هذه المادة على كل مدرب يرافق الساءق المتعلم. الباب الثالث,autre,non_precise,,,aucun,False,False,False
184,المادة 184 يعاقب كل شخص ارتكب مخءلفة من الدرجة اءلولى بغرامة من سبعماءة 700 ءلى ءلف وءربعماءة 1.400 درهم.,sanction,"transport_commun, poids_lourd",400.0,1.0,"arret, stationnement, signalisation, vitesse, depassement, ceinture",True,True,True
14,المادة 14 ءعاله ؛ 33 عدم تءدية مبلغ اءلداا المعمول به عن استعمال الطرق السيارة الخاضع استعمالها لءلداا بموجب النصوص التشريعية الجاري بها العمل ؛,sanction,voiture_legere,,,"permis, vitesse",True,False,False
185,المادة 185 يعاقب بغرامة من خمسماءة 500 ءلى ءلف 1.000 درهم، كل شخص ارتكب مخءلفة من الدرجة الثانية.,sanction,"voiture_legere, poids_lourd",500.0,1.0,"arret, stationnement, signalisation, feux, permis, vitesse, depassement, telephone, ceinture",True,True,True
186,المادة 186 دون اءلخالل بالعقوبات اءلشد، المنصوص عليها في هذا القانون ءو في نص تشريعي خاص، يعاقب على المخءلفات لءلحكام المقررة تطبيقا للمواد 46 و47 و48 و64 و65 و87 و88 و92 و93 ءعاله و309,sanction,non_precise,600.0,,aucun,True,True,False
187,المادة 187 يعاقب بغرامة من عشرين 20 ءلى خمسين 50 درهما عن كل مخءلفة لقواعد السير المقررة تطبيقا للمادة 94 ءعاله.,sanction,non_precise,,,aucun,True,False,False
188,المادة 188 يعاقب بغرامة من ثالثماءة 300 ءلى ستماءة 600 درهم : 1 كل ساءق ءو حارس لقطعان ءو حيوانات ترك قطعانه ءو حيواناته في الطريق العمومية، ءو سمح,sanction,non_precise,600.0,,aucun,True,True,False
189,المادة 189 ال يعاقب على عدم وجود ءو عدم كفاية ءضواا المركبات، المنصوص عليها في هذا القانون وفي النصوص الصادرة لتطبيقه، ءذا ثبت ءن عدم وجودها ءو عدم كفايتها ناتج عن سبب عارض طرء خالل,sanction,non_precise,,,aucun,True,False,False
190,المادة 190 عالوة على ضباط وءعوان الشرطة القضاءية، يكلف بالبحث عن المخءلفات ءلحكام هذا القانو ن والنصوص الصادرة لتطبيقه ومعاينتها :,autre,non_precise,,,aucun,False,False,False
191,المادة 191 يءهل، وفقا لهذا القانون، الضباط واءلعوان المشار ءليهم في المادة السابقة، للقيام بما يلي : 1 مراقبة سير المركبات على الطريق العمومية ؛,autre,poids_lourd,,,permis,False,False,False
192,المادة 192 يجب على الضباط واءلعوان المشار ءليهم في,obligation,non_precise,,,aucun,False,False,False
190,المادة 190 ءعاله، ءن يحملوا خالل ممارسة المراقبة على الطريق العمومية شارة خاصة تظهر على الخصوص، االسم الشخ ضي والعاءلي للضابط ءو العون المعني وصفته وصورته ورقمه المنهي .,obligation,non_precise,,,"nuit, signalisation",False,False,False
193,المادة 193 يجب، تحت طاءلة العقوبات المنصوص عليها في,obligation,non_precise,,,aucun,False,False,False
181,المادة 181 من هذا القانون، على كل مستعمل للطريق العمومية االمتثال ءلوءمر الضباط واءلعوان المشار ءليهم في,autre,non_precise,,,aucun,False,False,False
190,المادة 190 ءعاله والذين يستوفون الشروط المحددة في,autre,non_precise,,,aucun,False,False,False
192,المادة 192 ءعاله.,autre,non_precise,,,aucun,False,False,False
194,المادة 194 يجب على العون محرر المحضر، ءلجل معاينة مخءلفة ءلحكام هذا القانون وللنصوص الصادرة لتطبيقه :,obligation,non_precise,,,aucun,False,False,False
195,المادة 195 عالوة على البيانات المشار ءليها في,autre,non_precise,,,aucun,False,False,False
24,المادة 24 من القانون المتعلق بالمسطرة الجناءية ءو في هذا القانون، يجب ءن يشار، على الخصوص، في كل محضر يتعلق بمعاينة مخءلفة لهذا القانون وللنصوص الصادرة لتطبيقه، ءلى ما يلي :,obligation,poids_lourd,,,"permis, depassement, vitesse",False,False,False
194,المادة 194 ءعاله، ءلى البيانات التي تم قياسها بهذه اءلدوات والوساءل. ءذا كانت المركبة، موضوع المخءلفة، تءمن خدمة من خدمات النقل، وجب تتميم المحضر ببيان نوع الوثاءق المتعلقة بمزءولة نشاط النقل، وباءلشارة ءلى ءرقام هذه الوثاءق وتواريخها وعند االقتضاا ءلى,autre,non_precise,,,aucun,False,False,False
24,المادة 24 من القانون المتعلق بالمسطرة الجناءية، ال يتطلب محضر المخءلفة المنجز بطريقة ءلكترونية توقيع المخءلف.,autre,non_precise,,,aucun,False,False,False
196,المادة 196 يوثق بمضمن المحاضر المحررة في مكان المخءلفة، ءو اعتمادا على التقييدات اءللكترونية، بموجب هذا القانون ءلى ءن يثبت ما يخءلف ذلك بءية وسيلة من وساءل اءلثبات.,definition,non_precise,,,aucun,False,False,False
197,المادة 197 يمكن ءن تتم معاينة وءثبات المخءلفات ءلحكام هذا القانون والنصوص الصادرة لتطبيقه المتعلقة بتجاوز السرعة المسموح بها وتلك المحددة قاءمتها من لدن اءلدارة، باستعمال ءجهزة تقنية، تعمل,autre,non_precise,,,"depassement, vitesse",False,False,False
198,المادة 198 تسجل، على الخصوص، بواسطة نظام المراقبة والمعاينة اءءللية للمخءلفات، المعلومات التالية : 1 رقم المخءلفة ؛,sanction,non_precise,,,aucun,True,False,False
199,المادة 199 تهدف المعالجة اءءللية للمعلومات المشار ءليها في,autre,non_precise,,,aucun,False,False,False
198,المادة 198 ءعاله خصوصا ءلى ما يلي: 1 مراقبة ومعاينة المخءلفات ءلحكام هذا القانون والنصوص الصادرة لتطبيقه ؛ 2 تدبير العمليات ءلالزمة ملعالجة المخءلفات من ءجل تبليغها ءلى المخءلفين ؛,autre,non_precise,,,aucun,False,False,False
200,المادة 200 ءذا جرت معاينة مخءلفة وفق الشروط المحددة في,autre,non_precise,,,aucun,False,False,False
197,المادة 197 ءعاله، يتم وضع محضر بالمخءلفة. عالوة على ذلك، يوجه ءشعار بالمخءلفة ءلى صاحب شهادة تسجيل المركبة، بالعنوان المصرح به ءلى اءلدارة وذلك بواسطة رسالة مضمونة مع اءلشعار باالستالم ءو عن طريق مفوض قضاءي .,sanction,non_precise,,,"depassement, vitesse",True,False,False
201,المادة 201 عالوة على البيانات المشار ءليها في,autre,non_precise,,18.0,aucun,False,False,True
195,المادة 195 ءعاله، يجب ءن تتضمن محاضر المخءلفات التي ترتكز معاينتها على ءدلة مادية تقدمها ءجهزة تعمل بطريقة ءءلية، عند عدم وجود العون محرر المحضر في مكان المخءلفة، على الخصوص، ما يلي :,obligation,non_precise,,,nuit,False,False,False
195,المادة 195 ءعاله. في حالة اءلنجاز اءللكتروني ملحضر معاينة المخءلفة، يذيل المحضر بالتوقيع اءللكتروني للعون محرر,autre,non_precise,,,aucun,False,False,False
24,المادة 24 من القانون المتعلق بالمسطرة الجناءية، ال يتطلب محضر المخءلفة المعد برسم معالجة ءءلية توقيع المخءلف.,autre,non_precise,,,aucun,False,False,False
202,المادة 202 يوثق بمضمن محاضر المخءلفات التي ترتكز معاينتها على ءدلة مادية تقدمها ءجهزة تعمل بطريقة ءءلية، مع عدم وجود العون محرر المحضر في مكان ارتكاب المخءلفة، ءلى ءن يثبت ما يخءلف مضمن هذه,autre,non_precise,,,aucun,False,False,False
203,المادة 203 ءذا تعذر التعرف على مكان الشخص صاحب شهادة تسجيل المركبة ءو في حالة رفض المعني باءلمر تلقي التبليغ باءلشعار بالمخءلفة ءو في حالة عدم ءداا الغرامة التصالحية والجزافية، يوجه محضر,sanction,non_precise,,,aucun,True,False,False
204,المادة 204 تسلم وفقا للكيفيات المحددة من لدن اءلدارة ءلى المخءلف ءو ءلى صاحب شهادة تسجيل المركبة ءو ءلى المسءول المدني عنها وبطلب صريح منه، نسخة من صورة المخءلفة التي التقطتها ءجهزة المراقبة,autre,non_precise,,,aucun,False,False,False
197,المادة 197 ءعاله.,autre,non_precise,,,aucun,False,False,False
205,المادة 205 يتم استخالص مبالغ الغرامات التصالحية والجزافية المتعلقة بالمخءلفات التي جرت معاينتها وفقا ءلحكام هذا ءلفرع، من قبل كتاب الضبط لدى المحاكم ومحصلي الخزينة العامة للمملكة,sanction,non_precise,,,aucun,True,False,False
206,المادة 206 يجب ءن توجه نسخ من المحاضر داخل ءجل خمسة عشر 15 يوما ءلى اءلدارة، لتتبع المعلومات ومعالجتها وفقا ءلحكام المواد 120 ءلى 136 من هذا القانون.,obligation,non_precise,,,"alcool, alcootest",False,False,False
207,المادة 207 يمكن لضباط الشرطة القضاءية، ءما بتعليمات من وكيل الملك وءما بمبادرة منهم، ويمكن لءلعوان محرري المحاضر، بءمر من ضباط الشرطة القضاءية وتحت مسءوليتهم، ءن يفرضوا راءزا للنفس,autre,non_precise,,,"alcool, alcootest",False,False,False
208,المادة 208 ءذا مكن الراءز المشار ءليه في,autre,non_precise,,,aucun,False,False,False
207,المادة 207 ءعاله من افتراض وجود نسبة من الكحول في نفس المعني باءلمر، تحددها اءلدارة، ءو ءذا رفض المعني باءلمر الخضوع للراءز المذكور، قام ضباط ءو ءعوان الشرطة القضاءية بالتحققات الهادفة ءلى ءثبات الحالة الكحولية لدى المعني باءلمر.,autre,non_precise,,,"alcool, alcootest",False,False,False
209,المادة 209 تنجز التحققات الهادفة ءلى ءثبات الحالة الكحولية عن طريق التحاليل وءلفحوصات الطبية السريرية والبيولوجية ءو بواسطة جهاز يمكن من تحديد تركز الكحول من خالل تحليل الهواا,autre,non_precise,,,"nuit, alcool, alcootest",False,False,False
210,المادة 210 ءذا ءنجزت التحققات عن طريق التحاليل وءلفحوصات الطبية السريرية والبيولوجية، وجب االحتفاظ بعينة وفقا للنصوص الجاري بها العمل.,autre,non_precise,,,nuit,False,False,False
211,المادة 211 ءذا ءنجزت التحققات المذكورة بواسطة جهاز يمكن من تحديد تركز الكحول، من خالل تحليل الهواا المنبعث من ءلفم، جاز القيام على ءلفور بمراقبة ثانية، بعد التحقق من حسن اشتغال الجهاز.,autre,non_precise,,,"nuit, alcool, alcootest",False,False,False
212,المادة 212 ءذا استحال الخضوع للراءز المشار ءليه في,autre,non_precise,,,aucun,False,False,False
207,المادة 207 ءعاله، نتيجة لعجز بدني مثبت من لدن طبيب، قام ضباط ءو ءعوان الشرطة القضاءية بالتحققات الهادفة ءلى ءثبات الحالة الكحولية بواسطة التحاليل وءلفحوصات الطبية السريرية والبيولوجية.,autre,non_precise,,,"nuit, alcool, alcootest",False,False,False
213,المادة 213 يءمر ضباط ءو ءعوان الشرطة القضاءية بءخضاع اءلشخاص المشار ءليهم في,autre,non_precise,,,aucun,False,False,False
207,المادة 207 ءعاله الختبارات الكشف ءلثبات ما ءذا كان الشخص المعني قد استعمل مواد مخدرة ءو ءستعمل ءدوية تحظر السياقة بعد تنءولها. وتحدد اءلدارة الءحة هذه اءلدوية.,autre,non_precise,,,aucun,False,False,False
214,المادة 214 ءذا تبين ءن اختبارات الكشف ءيجابية، ءو ءذا رفض المعني باءلمر الخضوع لالختبارات المذكورة ، ءو ءذا كان في حالة يستحيل عليه فيها الخضوع لها، عمل ضباط ءو ءعوان الشرطة القضاءية على,autre,non_precise,,,"nuit, alcootest",False,False,False
215,المادة 215 يجب ءلجل القيام باالختبارات والتحاليل وءلفحوص المنصوص عليها في القسمين ءلفرعيين 2 و3 ءعاله، ءن يكون اءلجل ءلفاصل بين ساعة وقوع الحادثة ءو ساعة ارتكاب المخءلفة ءو ساعة مراقبة,obligation,non_precise,,,"nuit, permis",False,False,False
216,المادة 216 عالوة على حاالت االحتفاظ برخصة السياقة المنصوص عليها في القانون، يجب على العون محرر المحضر، الذي يعاين المخءلفة، االحتفاظ بالرخصة، في الحاالت التالية :,obligation,non_precise,,1.0,"arret, permis, stationnement",False,False,True
217,المادة 217 يجب، ما لم ينص هذا القانون على خءلف ذلك، ءن يوجه المحضر والوثاءق المتعلقة بءثبات المخءلفة، مع رخصة السياقة المحتفظ بها، وفق الشروط المنصوص عليها في,obligation,non_precise,,,permis,False,False,False
216,المادة 216 ءعاله، ءلى وكيل الملك، داخل ءجل ءقصاه اثنتان وسبعون 72 ساعة، ابتداا من تاريخ معاينة المخءلفة. يسري اءلجل المذكور، بالنسبة ءلى الحالة المشار ءليها في ءلفقرة الثانية من,autre,non_precise,,,aucun,False,False,False
216,المادة 216 ءعاله، ابتداا من تاريخ تسلم المصالح التي عاينت المخءلفة رخصة السياقة . يجب على وكيل الملك، داخل ءجل ال يتعدى سبعة 7 ءيام، ءن يبلغ كل المعلومات المتعلقة بكل,obligation,non_precise,,1.0,permis,False,False,True
218,المادة 218 يقوم العون محرر المحضر باالحتفاظ بشهادة التسجيل ءو برخصة السياقة ءو سند الملكية في حالة :,obligation,non_precise,,,permis,False,False,False
219,المادة 219 يمكن ءن تكون المخءلفات المشار ءليها في المواد 184 و185 و186 و187 من هذا القانون، موضوع مصالحة تتم بءداا غرامة تصالحية وجزافية يحدد مبلغها كما يلي :,sanction,non_precise,700.0,,aucun,True,True,False
187,المادة 187: خمسة وعشرون 25 درهما. غير ءن مبلغ الغرامة يحدد كما يلي : 1 في حالة اءلداا ءلفوري ءلى العون محرر المحضر ءو في ءحد ءماكن اءلداا اءلخرى وذلك في نفس,sanction,non_precise,,25.0,aucun,True,False,True
200,المادة 200 ءعاله : المخءلفات من الدرجة اءلولى : ءربعماءة 400 درهم ؛ المخءلفات من الدرجة الثانية : ثالثماءة 300 درهم ؛,sanction,non_precise,400.0,,aucun,True,True,False
220,المادة 220 يقترح العون محرر المحضر على المخءلف، عند معاينة ءحدى المخءلفات المشار ءليها في ءلفقرة اءلولى من,autre,non_precise,,,aucun,False,False,False
219,المادة 219 ءعاله، ءداا الغرامة التصالحية والجزافية. ويجوز كذلك للمخءلف ءن يطلب ءداا الغرامة المذكورة. المادة221,sanction,non_precise,,,aucun,True,False,False
222,المادة 222 في حالة المعاينة اءءللية للمخءلفة، يجب ءن يتضمن اءلشعار بالمخءلفة الموجه ءلى المخءلف، عمال بالمادة 200 ءعاله، اقتراحا بءداا الغرامة التصالحية والجزافية.,sanction,non_precise,,,aucun,True,False,False
230,المادة 230 بعده، ءن يتم تحصيل الغرامة التصالحية والجزافية، في الحالة المنصوص عليها في ءلفقرة السابقة، وذلك داخل ءجل مدته ثالثون 30 يوما كالمة يبتدء من اليوم الموالي ليوم تبليغ اءلشعار بالمخءلفة طبقا ءلحكام,sanction,non_precise,,,aucun,True,False,False
200,المادة 200 ءعاله .,autre,non_precise,,,aucun,False,False,False
223,المادة 223 يتم اءلداا ءلفوري للغرامة، بصفة نهاءية ءو برسم اءليداع، كما يلي: 1 نقدا ؛,sanction,non_precise,,,aucun,True,False,False
224,المادة 224 يتم اءلداا ءلفوري للغرامة التصالحية والجزافية ءلى العون محرر المحضر، بعد ءعداده محضر المخءلفة.,sanction,non_precise,,,permis,True,False,False
225,المادة 225 يجب على العون محرر المحضر، ءذا كان الحالم المحررة فيه رخصة السياقة قابال ءلن تسجل عليه المعلومات في شكل ءلكتروني، وكان العون يتوفر على الجهاز ءلالزم لذلك، ءن يسجل على هذا الحالم,obligation,non_precise,,,permis,False,False,False
226,المادة 226 يترتب على ءداا الغرامة التصالحية والجزافية عدم تحريك الدعوى العمومية.,sanction,non_precise,,,aucun,True,False,False
227,المادة 227 في حالة عدم ءداا الغرامة التصالحية والجزافية، يوجه الملف فورا ءلى وكيل الملك. وتوجه نسخة من المحضر المحرر في شءن المخءلفة من قبل السلطة التابع لها العون محرر المحضر ءلى اءلدارة,sanction,non_precise,,,aucun,True,False,False
228,المادة 228 في حالة عدم اءلداا ءلفوري للغرامة التصالحية والجزافية وفقا ءلحكام هذا القانون، يجب على العون محرر المحضر ءن يتسلم من المخءلف رخصة السياقة ءو شهادة تسجيل ءو سند ملكية المركبة،,sanction,non_precise,,,permis,True,False,False
184,المادة 184 وفي 19 ءلى 24 وفي 27 ءلى 32 من,autre,non_precise,,19.0,aucun,False,False,True
185,المادة 185 ءو في حالة ارتكاب مخءلفة لءلحكام المقررة تطبيقا للمواد 46 و47 و48 من هذا القانون. ءذا ءدى المخءلف مبلغ الغرامة التصالحية والجزافية بصفة نهاءية داخل اءلجل المذكور، ءعيدت ءليه,sanction,non_precise,,,permis,True,False,False
200,المادة 200 ءعاله ابتداا من تاريخ تسلم الرسالة المضمونة المشار ءليها في المادة المذكورة. ويتعين على المخءلف في هذه الحالة ءداا مبلغ الغرامة التصالحية والجزافية داخل اءلجل المذكور ءو تسليم رخصة السياقة ءو شهادة تسجيل ءو سند ملكية المركبة,sanction,non_precise,,,"arret, permis, stationnement",True,False,False
229,المادة 229 استثناا من ءحكام,autre,non_precise,,,aucun,False,False,False
228,المادة 228 ءعاله، ءذا كان حالم رخصة السياقة يمكن من تسجيل المعلومات في شكل ءلكتروني، فءن المعلومات المتعلقة باالحتفاظ برخصة السياقة واءلذن بالسياقة وتوقيف رخصة السياقة المشار ءليها في المادة المذكورة، يتم تسجيلها على هذا الحالم، ويصبح االحتفاظ,autre,non_precise,,,permis,False,False,False
