id,titre,contenu,categorie,sous_type_cancer,stade,ligne,mots_cles,protocole,dosage,effets_secondaires,scenario,reference
SUPPORT-METAOS-001,Traitement des métastases osseuses — Biphosphonates et Denosumab,"Les métastases osseuses sont fréquentes dans les cancers du sein, de la prostate, du poumon et du rein. Elles sont responsables d'événements osseux : fractures pathologiques, compressions médullaires, hypercalcémie maligne. Les bisphosphonates (Acide zolédronique, Pamidronate) réduisent les événements osseux et l'hypercalcémie. L'Acide zolédronique est le standard (supérieur au Pamidronate). Le Denosumab (anti-RANK-L) est supérieur à l'Acide zolédronique en termes de délai d'apparition du premier événement osseux dans les cancers solides. La surveillance de la calcémie, phosphatémie et créatinine est obligatoire. L'ostéonécrose de la mâchoire (ONM) est une complication rare mais sévère : bilan dentaire obligatoire avant traitement, éviter les soins dentaires invasifs.",soins_support,général,métastatique,soins_support,métastases osseuses|bisphosphonates|Acide zolédronique|Denosumab|RANK-L|ostéonécrose mâchoire|fracture|hypercalcémie,Acide zolédronique 4 mg IV q4 semaines | Alternative : Denosumab 120 mg SC q4 semaines,"Acide zolédronique : 4 mg IV sur 15 min q4 semaines (adaptation si insuffisance rénale). CI si DFG < 30 ml/min. Denosumab : 120 mg SC q4 semaines (pas d'adaptation rénale, risque hypocalcémie ++). Supplémentation systématique : Calcium 500 mg/j + Vitamine D 400-500 UI/j. Hypercalcémie maligne (urgence) : hydratation IV abondante + Acide zolédronique 4 mg IV.",ONM (ostéonécrose mâchoire) — bilan dentaire pré-traitement obligatoire. Denosumab : hypocalcémie ++ (supplémentation Ca/D3 obligatoire),"Karima, cancer du sein métastatique osseux multiple (côtes, vertèbres, bassin). Bilan dentaire : soins conservateurs réalisés. Implants dentaires contre-indiqués. Traitement : Acide zolédronique 4 mg IV q4 semaines. Calcium 500 mg/j + vit D 400 UI/j. Créatinine contrôlée avant chaque injection. À 6 mois : fracture vertébrale T8 → consultation neurochirurgicale.","Guide AMFROM 2024, Soins de Support, Section X.D, p.273-275"
SUPPORT-NEUROPATHIE-001,Neuropathie périphérique induite par chimiothérapie (NPIC),"La neuropathie périphérique est un effet secondaire fréquent et dose-limitant des sels de platine (Oxaliplatine ++, Cisplatine) et des taxanes (Paclitaxel, Docétaxel). L'Oxaliplatine induit deux types de neurotoxicité : • Aiguë (réversible) : dysesthésies déclenchées par le froid, crampes, laryngospasme. • Chronique (cumulative, dose-dépendante) : paresthésies distales, ataxie. La graduation se fait selon les critères NCI-CTCAE : Grade 1 (paresthésies asymptomatiques) → surveillance. Grade 2 (symptômes limitant les activités quotidiennes) → réduction de dose 25 %. Grade 3-4 → arrêt de la molécule responsable. La Duloxétine 60 mg/j est le seul traitement symptomatique validé en oncologie.",effets_secondaires,général,général,soins_support,neuropathie|NPIC|Oxaliplatine|Paclitaxel|Cisplatine|paresthésies|Duloxétine|CTCAE|dose-dense,Grade 2 : réduction Oxaliplatine 25% | Grade 3-4 : arrêt | Symptomatique : Duloxétine 60 mg/j,"Duloxétine : 30 mg/j × 1 semaine puis 60 mg/j en continu (douleurs neuropathiques). Réduction dose Oxaliplatine : 85 → 65 mg/m² (grade 2) puis arrêt si grade 3. Réduction dose Paclitaxel : 175 → 135 mg/m² (grade 2) puis arrêt si grade 3. Calcium + Magnésium IV (prévention neurotoxicité aiguë Oxaliplatine) : discuté, non standard.","Duloxétine : nausées (prendre pendant le repas), insomnie","Ahmed, sous mFOLFOX6 pour CCRm. Après cycle 8 (Oxaliplatine cumulé 680 mg/m²) : paresthésies mains + pieds, ataxie légère → grade 2. Décision : réduction Oxaliplatine à 65 mg/m² + introduction Duloxétine 60 mg/j. Cycle 10 : neuropathie stabilisée grade 1 → poursuite mFOLFOX6 dose réduite.","Guide AMFROM 2024, Soins de Support, Section X.I, p.291-293"
SUIVI-SEIN-001,Suivi post-traitement du cancer du sein localisé,"Le suivi après traitement curatif d'un cancer du sein localisé vise à détecter précocement une rechute ou un second cancer. Modalités : examen clinique tous les 3-6 mois les 5 premières années puis annuellement. Mammographie annuelle de la glande résiduelle ou bilatérale. Pas d'indication de TDM, scintigraphie osseuse ou marqueurs tumoraux en routine en l'absence de symptômes (faux positifs fréquents, sans bénéfice démontré). Sous hormonothérapie adjuvante : surveillance du risque d'ostéoporose (densitométrie osseuse DEXA avant traitement puis tous les 2 ans), supplémentation Calcium 500 mg/j + Vitamine D 400 UI/j systématique. Surveillance cardiaque (FEVG) si Trastuzumab : q3 mois pendant le traitement puis à 6 mois et 12 mois après l'arrêt.",suivi,sein,post_traitement,suivi,suivi|mammographie|DEXA|hormonothérapie|FEVG|Trastuzumab|post-traitement|ostéoporose|surveillance,Suivi clinique q3-6 mois + mammographie annuelle + DEXA q2 ans (si hormonothérapie),Calcium 500 mg/j + Vitamine D 400 UI/j (prévention ostéoporose sous anti-aromatases),,"Leila, 52 ans, cancer du sein pT1cN0M0 RH+/HER2-, chirurgie conservatrice + RT + Anastrozole 5 ans. Suivi : consultation q6 mois + mammographie annuelle. DEXA avant Anastrozole : ostéopénie. Supplémentation Ca + vit D. DEXA à 2 ans : densité stable. Poursuite Anastrozole sans changement.","Guide AMFROM 2024, Cancers du Sein, Suivi, p.29-30"
SUIVI-CCR-001,Suivi post-traitement du cancer colorectal localisé,"Après résection curative d'un cancer colorectal, le suivi a pour objectif la détection précoce d'une récidive locale, hépatique ou pulmonaire, potentiellement curable par chirurgie. Modalités : examen clinique + ACE (antigène carcino-embryonnaire) tous les 3 mois les 3 premières années, puis tous les 6 mois × 2 ans. TDM thoraco-abdomino-pelvien tous les 6 mois les 3 premières années puis annuellement jusqu'à 5 ans. Coloscopie à 1 an post-opératoire (ou 3 ans si coloscopie préopératoire complète), puis tous les 5 ans si normale. Pas d'imagerie de surveillance au-delà de 5 ans en l'absence de symptômes.",suivi,colorectal,post_traitement,suivi,suivi|ACE|TDM|coloscopie|récidive|post-traitement|colorectal|surveillance,ACE + TDM q6 mois × 3 ans puis annuel | Coloscopie à 1 an puis q5 ans,,,"Hassan, cancer du côlon pT3N1M0 opéré + FOLFOX adjuvant 6 mois. Suivi : ACE J0 = 2 ng/ml. À 12 mois : ACE 8 ng/ml ↑ → TDM urgence. TDM : 2 métastases hépatiques. Coloscopie : normale. RCP : décision de résection hépatique après FOLFOX + Bevacizumab × 6 cycles (conversion).","Guide AMFROM 2024, Cancers Digestifs, Suivi, p.82"
SEIN-HER2-SCHEMA-001,Cancer du sein HER2+ — Schéma TCH sans anthracyclines,"Le schéma TCH (Docétaxel + Carboplatine + Trastuzumab) est une alternative aux schémas avec anthracyclines pour les patientes HER2+, notamment chez celles présentant un risque cardiaque élevé ou une contre-indication aux anthracyclines. L'étude BCIRG-006 a montré une efficacité comparable aux schémas avec anthracyclines avec une cardiotoxicité significativement réduite. La toxicité principale est hématologique (neutropénie), justifiant l'utilisation prophylactique de G-CSF. Ce schéma peut être utilisé en adjuvant ou en néoadjuvant selon la décision de la RCP.",traitement,sein_HER2_positif,localisé,adjuvant,TCH|Docétaxel|Carboplatine|Trastuzumab|sans anthracyclines|BCIRG-006|cardioprotection,TCH : Docétaxel + Carboplatine AUC6 + Trastuzumab × 6 cycles,"Docétaxel 75 mg/m² J1 + Carboplatine AUC6 J1 + Trastuzumab 8 mg/kg C1 puis 6 mg/kg q21j × 6 cycles, puis Trastuzumab 6 mg/kg q21j pour compléter 18 cycles. G-CSF prophylaxie primaire obligatoire (risque NF > 20 %). Option : TCH + Pertuzumab (TCHP) chez les patientes à haut risque.","Neutropénie fébrile (G-CSF requis), neuropathie périphérique, alopécie, onychodystrophie, aménorrhée","Siham, 48 ans, HER2+ pT2N1, antécédents de péricardite — contre-indication relative aux anthracyclines. FEVG pré-thérapeutique 58 %. Décision RCP : TCH × 6 cycles + G-CSF prophylactique. FEVG stable à 56 % à mi-traitement. Bonne tolérance cardiaque.","Guide AMFROM 2024, Cancers du Sein, Section I.A, p.16-17"
SEIN-HER2-TOLANEY-001,Cancer du sein HER2+ pN0 < 2 cm — Schéma Tolaney (allégé),"Pour les petites tumeurs HER2+ pN0 (T1a-T1b-T1c, sans atteinte ganglionnaire), un schéma de chimiothérapie allégé est suffisant, évitant la toxicité des schémas avec anthracyclines ou taxanes lourds. Le schéma Tolaney (étude APT) — Paclitaxel hebdomadaire + Trastuzumab — a montré une survie sans récidive à 7 ans de 93,3 % pour les tumeurs T1 pN0. Ce schéma est validé comme option de choix en RCP pour les tumeurs HER2+ de petite taille sans envahissement ganglionnaire.",traitement,sein_HER2_positif,localisé,adjuvant,Tolaney|APT|Paclitaxel hebdomadaire|Trastuzumab|pN0|T1|schéma allégé|HER2,Paclitaxel 80 mg/m² hebdomadaire × 12 + Trastuzumab 1 an,"Paclitaxel 80 mg/m² IV J1 hebdomadaire × 12 semaines + Trastuzumab 4 mg/kg C1 puis 2 mg/kg IV hebdomadaire pendant les 12 semaines de Paclitaxel, puis Trastuzumab 6 mg/kg q21j pour compléter 52 semaines (18 cycles) de Trastuzumab au total. Prémédication Paclitaxel : Dexaméthasone 20 mg IV + Diphénhydramine 50 mg IV + Ranitidine 50 mg IV.","Neuropathie périphérique sensorielle (dose-dépendante), alopécie légère, arthralgies, fatigue","Nadia, 52 ans, cancer sein HER2+ pT1cN0 (tumeur 1,8 cm, pas de ganglion envahi). Chirurgie conservatrice + radiothérapie. Adjuvant : Paclitaxel hebdomadaire × 12 + Trastuzumab 1 an (schéma Tolaney). Neuropathie grade 1 aux doigts semaines 9-12 → surveillance sans réduction de dose. FEVG stable à 65 % à fin de traitement.","Guide AMFROM 2024, Cancers du Sein, Section I.A.3, p.15-17"
SEIN-HER2-NERATINIB-001,Cancer du sein HER2+ haut risque — Neratinib en adjuvant prolongé,"Le Neratinib est un inhibiteur irréversible de tyrosine kinase pan-HER (HER1, HER2, HER4), administré en adjuvant prolongé (1 an) après la fin du Trastuzumab chez les patientes HER2+ à haut risque. L'étude exteNET a montré une amélioration de la survie sans maladie invasive à 5 ans (90,2 % vs 87,7 %) chez les patientes RH+/HER2+ N+. La diarrhée est l'effet secondaire limitant majeur, touchant plus de 90 % des patientes, nécessitant une prophylaxie systématique par Lopéramide dès le 1er jour de traitement. Le Neratinib possède l'AMM au Maroc dans cette indication.",traitement,sein_HER2_positif,localisé,adjuvant_prolongé,Neratinib|exteNET|pan-HER|adjuvant prolongé|diarrhée|Lopéramide|RH+HER2+|haut risque,Neratinib 240 mg/j × 12 mois après fin du Trastuzumab,Neratinib 240 mg/j per os en continu × 12 mois (6 cp de 40 mg/j avec nourriture). Prophylaxie diarrhée obligatoire : Lopéramide 4 mg initialement puis 2 mg après chaque selle liquide (max 16 mg/j) pendant les 2 premiers cycles (56 jours). En cas de diarrhée grade 3 persistante : réduction à 200 mg/j puis 160 mg/j. Bilan hépatique mensuel (risque d'hépatotoxicité).,"Diarrhée (grade 3-4 chez 40 % sans prophylaxie — prophylaxie Lopéramide obligatoire), nausées, fatigue, hépatotoxicité (surveillance mensuelle)","Karima, 50 ans, cancer sein RH+/HER2+ pT2N2 (haut risque). Chimiothérapie adjuvante EC → Paclitaxel + Trastuzumab + Pertuzumab (18 cycles). À la fin du Trastuzumab : introduction Neratinib 240 mg/j + protocole Lopéramide. Diarrhée grade 2 semaine 3 → Lopéramide intensifié, alimentation adaptée. Poursuite possible.","Guide AMFROM 2024, Cancers du Sein, Section I.A.3, p.16-17"
SEIN-LUMINAL-CHIM-001,Cancer du sein RH+/HER2- — Indications de chimiothérapie adjuvante,"La décision de chimiothérapie adjuvante dans les cancers RH+/HER2- repose sur une évaluation combinant les facteurs clinico-pathologiques et les signatures génomiques. Les facteurs justifiant la chimiothérapie sont : grade SBR III, Ki67 élevé (> 20-30 %), envahissement ganglionnaire massif (≥ 4 N+), tumeur de grande taille (T3-T4), jeune âge (< 35 ans). La signature génomique Oncotype DX (score de récidive) peut aider à l'omission de la chimiothérapie chez les patientes N0 avec score de récidive ≤ 25 et N+ 1-3 avec score < 16 (données de l'étude RxPONDER). La conférence de Saint-Gall et les recommandations ESMO guident les décisions en RCP.",diagnostic,sein_luminal_RH+_HER2-,localisé,adjuvant,Oncotype DX|score de récidive|RxPONDER|Ki67|grade SBR III|signature génomique|chimiothérapie adjuvante|N+|Saint-Gall,Décision guidée par score de récidive ± facteurs clinico-pathologiques,N/A — Bilan décisionnel,N/A,"Fatima, 52 ans, cancer sein RH+ HER2- pT2N0, grade SBR II, Ki67 = 18 %. Oncotype DX réalisé : score = 22 (intermédiaire). RCP : ménopausée → pas de bénéfice chimiothérapie selon RxPONDER. Décision : hormonothérapie seule (Létrozole 5 ans). Coût Oncotype DX couvert par AMO.","Guide AMFROM 2024, Cancers du Sein, Section I.C.1, p.25-27"
SEIN-LUMINAL-HORMO-002,Cancer du sein RH+/HER2- — Hormonothérapie étendue 10 ans,"L'hormonothérapie adjuvante étendue au-delà de 5 ans réduit le risque de rechute tardive dans les cancers RH+/HER2-. Les données de l'étude ATLAS (Tamoxifène) et les essais MA17/ABCSG12 (anti-aromatases) montrent un bénéfice en survie globale à 10 ans vs 5 ans, particulièrement chez les patientes N+ ou à haut risque. Le bénéfice doit être mis en balance avec la toxicité cumulée (ostéoporose, thrombose pour Tamoxifène). La séquence optimale : Tamoxifène 2-3 ans → anti-aromatase 2-3 ans est une alternative à 5 ans d'un seul traitement chez la femme ménopausée.",traitement,sein_luminal_RH+_HER2-,localisé,adjuvant_prolongé,hormonothérapie étendue|10 ans|ATLAS|MA17|anti-aromatase|Tamoxifène|rechute tardive|N+|switch séquentiel,Tamoxifène 5 ans → Létrozole 5 ans (séquentiel) OU Tamoxifène 10 ans,Tamoxifène 20 mg/j × 5 ans puis switch anti-aromatase × 5 ans (ménopause confirmée). Ou Tamoxifène 20 mg/j × 10 ans (si ménopause non confirmée ou CI anti-aromatase). Ou anti-aromatase 2-3 ans → switch Tamoxifène 2-3 ans (inversion séquentielle possible). Surveillance DEXA annuelle si anti-aromatase. Thromboprophylaxie si Tamoxifène + facteurs de risque.,"Bouffées de chaleur, sécheresse vaginale, arthralgies (anti-aromatases), thrombose veineuse (Tamoxifène), ostéoporose (anti-aromatases)","Najia, 54 ans, cancer sein RH+/HER2- pT2N2 (4 ganglions envahis). Tamoxifène × 2 ans → ménopause confirmée (FSH élevée, aménorrhée 12 mois). Switch Létrozole × 5 ans supplémentaires. Total prévu : 7 ans d'hormonothérapie. DEXA annuelle : ostéoporose à 2 ans sous Létrozole → biphosphonate ajouté.","Guide AMFROM 2024, Cancers du Sein, Section I.C, p.28-32"
SEIN-LUMINAL-EVEROLIMUS-001,Cancer du sein RH+/HER2- métastatique — Évérolimus après CDK4/6,"Après progression sous inhibiteur CDK4/6 + hormonothérapie, l'Évérolimus associé à l'Exémestane est une option en 2ème ligne. L'étude BOLERO a démontré le bénéfice de cette association vs Exémestane seul (PFS médiane 10,6 vs 4,1 mois). L'Évérolimus est un inhibiteur de mTOR qui contourne la résistance à l'hormonothérapie en bloquant la voie PI3K/Akt/mTOR impliquée dans la résistance endocrine. La pneumopathie non infectieuse est l'effet secondaire le plus préoccupant, nécessitant une surveillance par TDM thoracique.",traitement,sein_luminal_RH+_HER2-,métastatique,2ème ligne,Évérolimus|mTOR|BOLERO|Exémestane|résistance hormonothérapie|PI3K|post-CDK4/6|pneumopathie,Évérolimus 10 mg/j + Exémestane 25 mg/j,"Évérolimus 10 mg/j per os en continu (avec nourriture, même heure). + Exémestane 25 mg/j per os avec nourriture. Réduction à 5 mg/j si pneumopathie grade 1-2 ou stomatite grade 2-3. Arrêt temporaire si pneumopathie grade 3, arrêt définitif si grade 4. Bilan hépatique et glycémie mensuels. Bilan lipidique trimestriel.","Stomatite (bain de bouche Xylocaïne gel + Bicarbonate), pneumopathie non infectieuse, hyperglycémie, hyperlipidémie, fatigue, infections","Meriem, 65 ans, ménopausée, RH+/HER2- métastatique osseuse et hépatique. Progression après Palbociclib + Létrozole (16 mois). 2ème ligne : Évérolimus 10 mg/j + Exémestane 25 mg/j. Stomatite grade 2 semaine 3 → bain de bouche Xylocaïne + Bicarbonate × 4/j. Poursuite du traitement. TDM thoracique à 2 mois : pas de pneumopathie.","Guide AMFROM 2024, Cancers du Sein, Section III.E, p.46"
SEIN-TNBC-PARP-001,TNBC ou RH+ métastatique avec mutation BRCA — iPARP (Olaparib/Talazoparib),"Les inhibiteurs de PARP (iPARP) sont indiqués en monothérapie dans les cancers du sein HER2- métastatiques avec mutation germinale BRCA1 ou BRCA2 (testing BRCA désormais théranostique pour toutes les patientes TNBC ou RH+). L'Olaparib a montré dans l'étude OlympiAD une amélioration de la PFS (7,0 vs 4,2 mois) vs chimiothérapie standard. Le Talazoparib dans l'étude EMBRACA a montré une PFS médiane de 8,6 mois vs 5,6 mois avec une meilleure qualité de vie. Ces molécules exploitent le mécanisme de léthalité synthétique : les cellules BRCA-mutées dépendent uniquement du PARP pour la réparation de l'ADN.",traitement,sein_triple_negatif,métastatique,1ère-3ème ligne,Olaparib|Talazoparib|iPARP|BRCA|OlympiAD|EMBRACA|léthalité synthétique|HRR|TNBC métastatique,Olaparib 300 mg × 2/j OU Talazoparib 1 mg/j (BRCA germinal muté),Olaparib : 300 mg × 2/j per os en continu (600 mg/j total). Talazoparib : 1 mg/j per os en continu. Réduire si DFG 31-50 ml/min : Olaparib 200 mg × 2/j. NFS mensuelle obligatoire (risque anémie et thrombopénie). En cas d'anémie grade 3 : interruption + transfusion + reprise à dose réduite.,"Anémie (transfusion parfois nécessaire), thrombopénie, neutropénie, nausées (prendre avec nourriture), fatigue, MDS/LAM rare (surveillance NFS prolongée)","Houda, 40 ans, TNBC métastatique pulmonaire et ganglionnaire. Test BRCA germinal : BRCA2 muté. PD-L1 CPS = 2 (faible). 1ère ligne : Olaparib 300 mg × 2/j. Réponse partielle à 3 mois. Hb 8,5 g/dL à 2 mois (anémie grade 3) → transfusion, réduction Olaparib 250 mg × 2/j. Hb remontée à 10,2 g/dL à 1 mois post-réduction.","Guide AMFROM 2024, Cancers du Sein, Section II.B, p.40-41"
SEIN-TNBC-CHIMIO-META-001,TNBC métastatique — Monothérapies de 2ème et 3ème ligne,"Après échec des traitements de 1ère ligne dans le TNBC métastatique, plusieurs monothérapies sont disponibles. La Capécitabine orale offre une facilité d'administration et une efficacité modeste. La Gemcitabine, la Vinorelbine et la Doxorubicine liposomale pégylée (DLP) sont des options classiques. Le Sacituzumab Govitecan (anticorps conjugué anti-Trop-2) a démontré dans l'étude ASCENT une PFS médiane de 5,6 mois vs 1,7 mois et une SG de 12,1 vs 6,7 mois, représentant une avancée majeure pour les TNBC très prétraités. Le testing HER2 ultra-low est également émergent (T-DXd pour HER2-low).",traitement,sein_triple_negatif,métastatique,2ème-3ème ligne,Capécitabine|Gemcitabine|Vinorelbine|DLP|Sacituzumab Govitecan|Trop-2|ASCENT|HER2-low|T-DXd,Capécitabine OU Gemcitabine OU DLP OU Sacituzumab Govitecan (si disponible),"Capécitabine : 1000-1250 mg/m² × 2/j J1-J14 q21j. Gemcitabine : 1000-1250 mg/m² J1,J8,J15 q28j. Vinorelbine : 25-30 mg/m² J1,J8 q21j IV ou per os. Doxorubicine liposomale : 50 mg/m² q28j. Sacituzumab Govitecan : 10 mg/kg J1,J8 q21j (si disponible — non AMM Maroc actuelle). Cyclophosphamide métonomique : 50 mg/j per os en continu (option économique).","Syndrome main-pied (Capécitabine), myélosuppression (Gemcitabine), stomatite (DLP), diarrhée sévère (Sacituzumab +++)","Zineb, 47 ans, TNBC métastatique osseuse et hépatique, 3ème ligne après Pembrolizumab et Olaparib (BRCA muté). OMS 1. PD-L1 CPS < 10. Décision : Capécitabine 1000 mg/m² × 2/j × 14j q21j (bonne tolérance digestive prévisible). Réponse partielle hépatique à 2 mois. Syndrome main-pied grade 1 → crème hydratante renforcée.","Guide AMFROM 2024, Cancers du Sein, Section II.B, p.42-43"
CCR-RECTUM-001,Cancer du rectum localement avancé — Radiochimiothérapie néoadjuvante,"Le cancer du rectum localement avancé (stades II-III, T3-T4 ou N+) bénéficie d'un traitement néoadjuvant avant la chirurgie pour réduire le risque de récidive locale. La radiochimiothérapie préopératoire longue (50 Gy en 25 fractions + 5-FU ou Capécitabine) est le standard historique pour permettre la conservation sphinctérienne et réduire la récidive. La stratégie TNT (Total Neoadjuvant Treatment) — chimiothérapie d'induction puis RCC ou RCC puis consolidation — améliore les taux de pCR (15-30 % → 25-40 %). Après RCC néoadjuvante, la chirurgie est différée de 6-12 semaines pour maximiser la réponse. En cas de réponse clinique complète (yCR) : une stratégie de 'Watch and Wait' peut être discutée.",traitement,colorectal,localisé,néoadjuvant,rectum|TNT|radiochimiothérapie|Capécitabine|5-FU|pCR|Watch and Wait|conservation sphinctérienne|stade II-III,RCC : RT 50 Gy/25 fractions + Capécitabine 825 mg/m² × 2/j,"RCC standard : RT 50,4 Gy/28 fractions + Capécitabine 825 mg/m² × 2/j tous les jours de RT. Ou RT 45 Gy/25 fractions + 5-FU 225 mg/m²/j en perfusion continue. TNT induction : FOLFIRINOX ou FOLFOX × 4-6 cycles avant RCC. TNT consolidation : FOLFOX × 6-8 cycles après RCC avant chirurgie. Chirurgie : J42-J84 après fin de RCC (délai 6-12 semaines).","Rectite radique, cystite, diarrhée, syndrome main-pied (Capécitabine), neutropénie, dysfonction érectile (séquelle chirurgicale)","Khalid, 52 ans, adénocarcinome du rectum moyen cT3N2M0 (IRM pelvienne). MSS, RAS muté. Plan TNT : FOLFOX × 4 cycles d'induction puis RCC Capécitabine + RT 50,4 Gy. Chirurgie proctectomie antérieure basse à 8 semaines : ypT0N0 (pCR !).","Guide AMFROM 2024, Cancers Digestifs, Section III.A.1, p.80-82"
CCR-BRAF-001,Cancer colorectal métastatique BRAF V600E muté — Thérapie ciblée BRAF+MEK+EGFR,"La mutation BRAF V600E est présente dans environ 8-10 % des CCR métastatiques et confère un pronostic péjoratif (SG médiane ~ 10 mois). Les inhibiteurs anti-BRAF seuls (Vémurafénib) sont inefficaces dans le CCR en raison d'une résistance primaire via la réactivation de la voie EGFR-MAPK. L'association triple Encorafénib (anti-BRAF) + Binimétinib (anti-MEK) + Cétuximab (anti-EGFR) a démontré dans l'étude BEACON une amélioration significative de la SG en 2ème ligne (médiane 9,3 vs 5,9 mois). Le FOLFIRINOX + Bevacizumab est une option en 1ère ligne chez les patients BRAF mutés en bon état général (données rétrospectives).",traitement,colorectal,métastatique,2ème ligne BRAF muté,BRAF V600E|Encorafénib|Binimétinib|Cétuximab|BEACON|MAPK|résistance|FOLFIRINOX|mauvais pronostic,Encorafénib 300 mg/j + Binimétinib 45 mg × 2/j + Cétuximab q14j (2ème ligne),Encorafénib 300 mg/j per os en continu. Binimétinib 45 mg × 2/j per os en continu. + Cétuximab 500 mg/m² IV q14j. 1ère ligne BRAF muté (si bon état général) : FOLFIRINOX complet ou modifié + Bevacizumab 5 mg/kg q14j. En cas de progression : Regorafénib ou TAS-102.,"Fatigue, arthralgies (Encorafénib), œdèmes, HTA (Binimétinib), rash acnéiforme (Cétuximab)","Hamid, 68 ans, CCRm BRAF V600E muté, MSS, RAS sauvage (BRAF muté exclut bénéfice anti-EGFR en 1ère ligne). 1ère ligne : FOLFOX + Bevacizumab × 8 cycles. Progression à 5 mois. 2ème ligne : Encorafénib + Binimétinib + Cétuximab. Réponse partielle à 3 mois (47 % réduction). OMS passé de 2 à 1.","Guide AMFROM 2024, Cancers Digestifs, Section III.A.2, p.89"
CCR-HER2-001,Cancer colorectal métastatique HER2 amplifié — Thérapies anti-HER2,"L'amplification ou surexpression HER2 est détectée dans 2-3 % des CCR métastatiques, principalement dans les tumeurs RAS et BRAF sauvages. C'est une cible thérapeutique émergente après l'échec des traitements standards. Plusieurs associations anti-HER2 ont montré leur efficacité en cas de HER2+ CCR : Trastuzumab + Lapatinib (étude HERACLES), Trastuzumab + Pertuzumab (MyPathway), ou Trastuzumab Deruxtécan (T-DXd, Destiny-CRC01). Le testing HER2 (IHC puis FISH si IHC 2+) est recommandé en cas de RAS/BRAF sauvage n'ayant pas répondu aux anti-EGFR standards.",traitement,colorectal,métastatique,3ème ligne HER2+,HER2 amplifié|CCR|Trastuzumab|Lapatinib|HERACLES|T-DXd|Destiny-CRC01|anti-HER2|RAS sauvage,"Trastuzumab + Pertuzumab OU T-DXd (si HER2 amplifié CCR, post-2ème ligne)","Trastuzumab 8 mg/kg C1 puis 6 mg/kg q21j + Pertuzumab 840 mg C1 puis 420 mg q21j. Option HERACLES : Trastuzumab 4 mg/kg C1 puis 2 mg/kg hebdo + Lapatinib 1000 mg/j. T-DXd 6,4 mg/kg IV q21j (Destiny-CRC01 — si disponible). Testing HER2 préalable obligatoire : IHC sur biopsie fraîche ou tumorothèque récente + FISH si IHC 2+.","Cardiotoxicité (FEVG obligatoire), diarrhée (Lapatinib), pneumopathie interstitielle (T-DXd — surveillance rapprochée)","Amina, 58 ans, CCRm RAS/BRAF sauvage, 3ème ligne post-FOLFOX/FOLFIRI/Bevacizumab. IHC HER2 sur biopsie hépatique : 3+. FISH : amplifiée. Traitement : Trastuzumab + Pertuzumab. Réponse partielle à 2 cycles. FEVG baseline 62 % → contrôle à 3 mois : 60 % (stable). Poursuite traitement.","Guide AMFROM 2024, Cancers Digestifs, Section III.A.2, p.91"
POUMON-ROS1-001,CPNPC métastatique — Réarrangement ROS1 : traitement par Crizotinib/Entrectinib,"Le réarrangement ROS1 concerne environ 1-2 % des CPNPC, survenant préférentiellement chez les sujets jeunes, non-fumeurs avec adénocarcinome. Le Crizotinib (initialement développé pour ALK) est efficace dans les tumeurs ROS1 avec un taux de réponse de 72 % (étude PROFILE 1001). L'Entrectinib est une alternative avec une pénétration cérébrale améliorée (taux de réponse cérébrale 55 %). Le Lorlatinib (3ème génération) a également démontré une activité sur ROS1 et ses mutations de résistance. La détection du réarrangement ROS1 se fait par FISH, IHC ou NGS.",traitement,poumon_CPNPC,métastatique,1ère-2ème ligne ROS1,ROS1|Crizotinib|Entrectinib|PROFILE 1001|pénétration cérébrale|Lorlatinib|jeune non-fumeur|FISH|NGS,Crizotinib 250 mg × 2/j OU Entrectinib 600 mg/j (ROS1 réarrangé),Crizotinib 250 mg × 2/j per os en continu. Entrectinib 600 mg/j per os en continu (avantage : meilleure pénétration cérébrale). Lorlatinib 100 mg/j (2ème ligne post-Crizotinib ou résistance). Réduire Crizotinib si élévation transaminases ou bradycardie.,"Crizotinib : vision trouble (éclairs), bradycardie, œdèmes, nausées, hépatotoxicité. Entrectinib : fatigue, diarrhée, vertiges (toxicité cérébrale)","Rania, 32 ans, non-fumeuse, adénocarcinome pulmonaire stade IV, réarrangement ROS1 (FISH+). Métastases cérébrales multiples. Choix Entrectinib 600 mg/j (meilleure pénétration cérébrale). Réponse cérébrale partielle à 2 mois. ECG mensuel : bradycardie sinusale 52/min — asymptomatique.","Guide AMFROM 2024, Cancers Pulmonaires, Section IV.A.2, p.163"
